"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","DE_index"
"Rv0414c",-0.54274422460301,4.18298524975304,-4.03567244055274,0.00269167904958372,0.00464679417219514,-2.61874760851744,"Rv0414c",52
"Rv3385c",0.373330605443232,6.57870506084996,4.03545625751008,0.00269257967742443,0.00464679417219514,-3.09186189090692,"Rv3385c",52
"Rv2071c",-0.869077449890193,2.56317599285427,-4.03243179493687,0.0027052131533984,0.00466652273418302,-2.15510777663998,"Rv2071c",52
"Rv0766c",0.714967188870702,3.77310263532376,4.02803515663324,0.00272369012894558,0.00469630940084178,-2.53209265030865,"Rv0766c",52
"Rv0643c",-0.276741680640082,6.73632263879404,-4.02722678524592,0.00272710181178011,0.00470010489797699,-3.12240908157072,"Rv0643c",52
"Rv0249c",-0.325090159714606,7.13605939299478,-4.02636424712205,0.00273074708007015,0.00470429942853256,-3.17097876742772,"Rv0249c",52
"Rv0021c",-0.407972102289581,4.82563838840345,-4.02357340159229,0.00274257708920732,0.00472258396336675,-2.78834786437264,"Rv0021c",52
"Rv3129",2.30660254826324,1.60932908648625,4.02253222329705,0.00274700435300276,0.00472811077247771,-1.98947993996525,"Rv3129",52
"Rv2097c",-0.233549121542568,8.19701374715957,-4.0145978019541,0.0027809917561338,0.00478448869697278,-3.26411812068964,"Rv2097c",52
"Rv2907c",-0.486185701357438,3.94270027056373,-4.0140125265052,0.00278351632985561,0.00478671120851609,-2.58893585915877,"Rv2907c",52
"Rv3082c",0.932430976131321,2.65398565027671,4.01283796045281,0.00278859010082212,0.00479331357303776,-2.22274128317076,"Rv3082c",52
"Rv2532c",-0.464514503636431,4.82145321271365,-4.00978649383588,0.00280181720914037,0.00481391868278409,-2.81749451064449,"Rv2532c",52
"Rv2369c",2.16812737833564,0.73257144623077,4.00940201369883,0.00280348849777781,0.00481465981285768,-1.90838415513568,"Rv2369c",52
"Rv0044c",0.378316681845866,6.19775765418083,4.00860892729512,0.00280693927420641,0.0048184549963499,-3.09030040028305,"Rv0044c",52
"Rv3657c",-0.692158739124645,3.22923863139333,-4.00624431175497,0.00281725453146358,0.00483279045214342,-2.38559364449499,"Rv3657c",52
"Rv3520c",0.286178982111833,8.13998184338789,4.00612422791807,0.00281777944466977,0.00483279045214342,-3.28398106684156,"Rv3520c",52
"Rv1647",0.466156979294101,4.71345218282821,4.00402065220344,0.00282699140872821,0.00484644928922369,-2.80390252856577,"Rv1647",52
"RVnc0021",0.861041945936698,5.83110133997032,4.00364311955681,0.00282864805940246,0.00484714934451004,-3.02846885336715,"RVnc0021",52
"Rv1272c",-0.278586262788011,6.20341207223077,-4.00162140561447,0.00283753699667428,0.00486023650555193,-3.09224418858801,"Rv1272c",52
"Rv0130",-0.51107113879079,3.57890666791067,-3.99541686669835,0.0028650012815798,0.00490511462803103,-2.50722120534471,"Rv0130",52
"Rv0780",-0.590725591469674,5.40100039072411,-3.99468801580682,0.00286824589580085,0.00490689824184592,-2.95370509115847,"Rv0780",52
"Rv1344",0.668796184346857,2.96528842787714,3.99461516055531,0.00286857043754578,0.00490689824184592,-2.38567946892426,"Rv1344",52
"Rv1048c",0.723203022535991,3.444881474125,3.99399988731769,0.0028713127862859,0.00490942648575435,-2.51756568341661,"Rv1048c",52
"Rv1100",0.426283802462037,6.31060107297878,3.98883950076599,0.00289442248219478,0.0049467616630116,-3.13317443909286,"Rv1100",52
"Rvnt36",-1.30629412494622,1.06849629110662,-3.98760997259528,0.0028999575676382,0.004954041018539,-1.89820202095889,"Rvnt36",52
"Rv2945c",0.261941844320056,7.23092188923389,3.98334823700186,0.00291922965339769,0.00498477077578859,-3.25759406899542,"Rv2945c",52
"Rv0100",-1.17667344878486,1.36353001980644,-3.98166399586243,0.00292688321467384,0.00499564286706748,-1.94174338518108,"Rv0100",52
"Rv3346c",0.90479596647186,2.18942325915613,3.97178286916322,0.0029722137753883,0.00507078474948715,-2.21386369980046,"Rv3346c",52
"Rv3058c",0.295650890805254,6.47003787959072,3.96681523233051,0.00299528248727327,0.00510789718844186,-3.20056334051557,"Rv3058c",52
"Rv0263c",0.301261654241003,5.64900299805879,3.96081235025559,0.00302341093361703,0.00515360169237705,-3.07733172619936,"Rv0263c",52
"Rv1531",0.44073183484229,5.60125685690534,3.95973365794172,0.00302849495780219,0.00516000259813335,-3.06815567434907,"Rv1531",52
"Rv0500",-0.271261344534825,6.37717594776103,-3.95493927862382,0.00305120085982643,0.00519640918364299,-3.18971428790556,"Rv0500",52
"Rv3345c",0.445973137962355,4.62782269149973,3.94840212870404,0.00308245010072112,0.00524732737444107,-2.88136858508659,"Rv3345c",52
"Rv2726c",-0.275410644464441,7.15230333890192,-3.94048095083472,0.00312076814647297,0.00531022905905107,-3.30998904453805,"Rv2726c",52
"Rv1830",0.232860805733224,7.96413397790685,3.93808633016922,0.00313245053172993,0.00532777284919287,-3.3846857737819,"Rv1830",52
"Rvnt24",0.574418367997875,3.85144906347995,3.937127557749,0.0031371409108375,0.00533341425428284,-2.69505273524976,"Rvnt24",52
"Rv2072c",-0.560278364901092,3.93116456591214,-3.93353557005792,0.00315477908525246,0.00536105347397606,-2.6975495467966,"Rv2072c",52
"Rv2653c",1.2072377414349,1.17054378793053,3.92744211581221,0.00318493999873851,0.00540993963915208,-2.0525784477428,"Rv2653c",52
"Rv1606",-0.375446267903774,4.75090892358028,-3.92500478135441,0.00319708908608604,0.00542820153969046,-2.93679042961352,"Rv1606",52
"Rv0879c",0.377224602967495,5.38898077937469,3.92430180212038,0.00320060220940954,0.00543179124962292,-3.0920905738809,"Rv0879c",52
"Rv0469",-0.358177799890991,7.9393371201233,-3.92149336967155,0.00321467793211504,0.00545329594163509,-3.40071989551989,"Rv0469",52
"Rv2528c",0.785238925668442,1.82961781520989,3.92022194661149,0.00322107167749944,0.00546175603656345,-2.20793612779407,"Rv2528c",52
"Rv2185c",0.285758871340567,6.68725435643626,3.91684752424057,0.00323810607003865,0.00548824350500222,-3.30261038680317,"Rv2185c",52
"Rv2622",0.451322997323957,4.66495696864242,3.91474719585201,0.00324875662538719,0.00550389265985099,-2.931849046614,"Rv2622",52
"Rv0666",-1.49284203893494,-0.294544950713282,-3.91290483397547,0.00325812944705024,0.00551736443213959,-1.87973686997523,"Rv0666",52
"Rv3902c",-0.708695051171882,3.80119888950843,-3.90802568321071,0.00328308950372644,0.00555720860635125,-2.71924458221393,"Rv3902c",52
"Rv2059",-0.713758872778597,3.49676146867643,-3.90050247749359,0.00332197114953067,0.00562057253752837,-2.60995561511144,"Rv2059",52
"Rv2784c",-0.353855899248118,5.20887309898834,-3.89936240393452,0.00332790550097847,0.00562816074054852,-3.08724713970671,"Rv2784c",52
"Rv0349",0.565796861206282,4.05283662497612,3.8990592086048,0.00332948558293212,0.00562838159274072,-2.83961930218356,"Rv0349",52
"Rv1947",1.44240304161218,5.58182874532559,3.8943225449419,0.00335427324379181,0.00566781679967084,-3.22150153336801,"Rv1947",52
"Rv1005c",0.27882162099976,6.11237744461869,3.8911403029708,0.00337103547588186,0.00569141107342722,-3.26770836653574,"Rv1005c",52
"Rv1443c",0.340061610155889,5.93766863712361,3.89111520415558,0.00337116803216137,0.00569141107342722,-3.23716792992727,"Rv1443c",52
"Rv1273c",-0.46625321753149,5.05988759528615,-3.8887876653338,0.00338348452731142,0.00570972204239472,-3.06114030985461,"Rv1273c",52
"Rv0749",-0.759303516582603,2.57315757829316,-3.88798337861782,0.00338775153027763,0.00571443926675415,-2.41196423685671,"Rv0749",52
"Rv2917",-1.06739545526697,2.83310606505959,-3.88536214603289,0.00340169739208319,0.00573547154731178,-2.44216126745786,"Rv2917",52
"Rv2411c",0.281831332762492,6.43627906125295,3.88290600125564,0.00341481979222784,0.00575509776615482,-3.32615912243051,"Rv2411c",52
"Rv3441c",-0.21049485758236,8.69101853313807,-3.87967112088897,0.00343218410340576,0.00577982071045617,-3.49864603258739,"Rv3441c",52
"Rv1201c",0.897105984412827,7.78327293926484,3.87961869557552,0.00343246627821579,0.00577982071045617,-3.48471429539807,"Rv1201c",52
"RVnc0035",0.865109798216499,5.47861029844604,3.87803798707162,0.00344098578782383,0.00579165488258341,-3.17145216183873,"RVnc0035",52
"Rv0004",-0.322945323683919,5.48249284248852,-3.87759624582217,0.00344337060849319,0.00579315774383841,-3.16370069226358,"Rv0004",52
"Rv3654c",0.829927189926383,3.12471608434926,3.87618953317121,0.0034509766028025,0.00580343964862802,-2.61823758250999,"Rv3654c",52
"Rvnt35",-1.51504515963946,1.24683749582902,-3.87426252651002,0.00346142450894501,0.00581848976979804,-2.07490873664827,"Rvnt35",52
"Rv2203",-0.417687587472594,4.55007448580867,-3.87381014226462,0.00346388208279731,0.0058201013100398,-2.97545671466295,"Rv2203",52
"Rv1521",0.227348277340694,8.35560413345693,3.87226149950558,0.003472308987247,0.00583173693662635,-3.50954755675998,"Rv1521",52
"Rv2832c",0.538836251329256,4.56056859977783,3.86942917728261,0.00348777687509712,0.0058551827090368,-3.00480618391734,"Rv2832c",52
"Rv1673c",0.601144420832084,2.91540563384749,3.8654866461689,0.00350942867906667,0.00588898511703365,-2.5870240928627,"Rv1673c",52
"Rv3112",1.02147958974379,1.63131744837664,3.86021074506798,0.00353862470682804,0.0059345362246602,-2.27623726289745,"Rv3112",52
"Rv0883c",0.336377236585982,7.36066474830677,3.86002977840347,0.00353963067121119,0.0059345362246602,-3.46969025361651,"Rv0883c",52
"Rv2924c",-0.370868382552278,4.60861510998643,-3.85556365682901,0.00356455270870722,0.0059737411169228,-3.01012775387975,"Rv2924c",52
"Rv2464c",-0.347326953998766,5.0160649449923,-3.84933112843069,0.00359964074992815,0.00602994177393055,-3.12523866351262,"Rv2464c",52
"Rv3893c",0.3739499906143,5.76053636330678,3.84588288576105,0.00361920971196571,0.006060108370661,-3.27946104792496,"Rv3893c",52
"Rv1705c",-0.591664043477595,3.31002655019901,-3.8438455223216,0.00363082442452807,0.00607693587950107,-2.6932833018016,"Rv1705c",52
"Rv3771c",-0.421225437587504,4.10451920555274,-3.8292606710878,0.00371512394957593,0.006215349545973,-2.93359140820424,"Rv3771c",52
"Rv2368c",-0.372712043609241,7.61077380270022,-3.82847063282709,0.00371974868832502,0.00621888282011537,-3.53543229216176,"Rv2368c",52
"Rv1491c",-0.458693985422182,5.75923008697359,-3.82835278957816,0.00372043903969302,0.00621888282011537,-3.30575049595767,"Rv1491c",52
"Rv0701",-0.271644496120912,8.94704452321672,-3.82459338735065,0.00374253328540244,0.00625312252462034,-3.59008696171123,"Rv0701",52
"Rv0380c",-0.44021629543524,4.25260859005177,-3.81874551979657,0.00377717618080969,0.00630829036992861,-2.97801882455412,"Rv0380c",52
"Rv3839",1.16461499187695,1.90239070129626,3.81236443340019,0.00381536279013871,0.00636932661827542,-2.44045455099486,"Rv3839",52
"Rv2587c",-0.248541943574898,8.58603350876799,-3.80816730708954,0.0038407008968915,0.00640887046954434,-3.615453286244,"Rv2587c",52
"Rv0359",-0.604512689417629,3.27680200221479,-3.80072119901917,0.00388608929106065,0.00648182333212565,-2.74945318921245,"Rv0359",52
"Rv3006",0.241168924993802,7.7739580113358,3.79281388237328,0.00393490662903377,0.00656043041671881,-3.61032609283253,"Rv3006",52
"Rv3221c",-0.376529758418604,5.4696303238226,-3.79080442690632,0.00394741477219237,0.00657845989717725,-3.30544357892906,"Rv3221c",52
"Rv1969",1.05230863048593,1.50664361619345,3.78486868093923,0.00398460718229317,0.00663759317410741,-2.33645871258345,"Rv1969",52
"Rv0713",-0.44446267845866,5.02429073774056,-3.78321994123349,0.00399500310385701,0.00665205705500719,-3.21594964745808,"Rv0713",52
"Rv1167c",0.327337396143363,6.1405615269742,3.78051233091269,0.0040121374541794,0.00667772384679752,-3.44763036021474,"Rv1167c",52
"Rv0920c",-0.364033369301494,4.91990127848861,-3.77830696483337,0.0040261505232835,0.00669817587056976,-3.20959374623025,"Rv0920c",52
"Rv1633",-0.220683351429312,8.28810715935756,-3.77772064242745,0.00402988470451896,0.00670151704824289,-3.65806587637534,"Rv1633",52
"Rv2618",1.22599694543703,4.01867626538847,3.77739780002327,0.00403194238189986,0.00670206860826932,-3.08276436311218,"Rv2618",52
"Rv0273c",0.380195641600222,5.46297794905786,3.77682863675735,0.00403557270456631,0.00670523269654728,-3.34255104016737,"Rv0273c",52
"Rv3904c",0.585433137865145,3.19209411165913,3.77350653280563,0.00405683084891357,0.00673767073837955,-2.82536536361059,"Rv3904c",52
"Rv0548c",-0.280119618026745,7.48559587765201,-3.76982609221406,0.00408051935173043,0.00677411570875128,-3.62270463284448,"Rv0548c",52
"Rv0066c",0.271626029109901,7.64607353377166,3.76789959405086,0.00409297678118289,0.0067918926672364,-3.64423189992522,"Rv0066c",52
"Rv0043c",0.773735735096485,6.10436785062684,3.76546489962572,0.00410877753475151,0.00681333931672718,-3.50514157395805,"Rv0043c",52
"Rv0324",0.526285293029352,3.99316383148526,3.76536758419148,0.00410941042487125,0.00681333931672718,-3.02780635336769,"Rv0324",52
"Rv0040c",-0.350083903305521,8.30783044252832,-3.7605294834476,0.00414100435100695,0.0068627912483824,-3.68381980140852,"Rv0040c",52
"Rv3204",0.597972517879842,3.38994920830771,3.74935058996268,0.00421498428431388,0.00698241637200972,-2.90365621006429,"Rv3204",52
"Rv0489",-0.269710509222897,6.96017434376648,-3.74606739182384,0.00423697444421493,0.00701585149973842,-3.60820160079487,"Rv0489",52
"Rv1808",0.56487639359167,4.93431256543357,3.73832849221721,0.00428928560023632,0.00709944415418484,-3.2854280198953,"Rv1808",52
"Rv0052",-0.373306364204638,4.83470286427968,-3.73748094149955,0.00429505565637415,0.00710596553630201,-3.26782124816434,"Rv0052",52
"Rv2360c",-0.384847685037412,5.31622986997558,-3.73615728306344,0.0043040833102281,0.0071178686088653,-3.38253415179438,"Rv2360c",52
"Rv1860",0.314845499777859,6.48138878946166,3.73465324447652,0.00431436536308557,0.00713183512339772,-3.57578967895495,"Rv1860",52
"Rv0006",-0.208703892191686,10.1957816744885,-3.73325719496659,0.00432393223054206,0.00714460802178504,-3.72546371395409,"Rv0006",52
"Rv3620c",0.711190969702052,2.8730350151907,3.72987021704166,0.00434723516242637,0.00718005705474333,-2.80671847379091,"Rv3620c",52
"Rv1426c",-0.33453189707234,5.79882239744634,-3.72888241118017,0.00435405620341531,0.00718826540725411,-3.47147955290454,"Rv1426c",52
"Rv0904c",-0.513673959347229,4.24244059394907,-3.72735283181108,0.00436464048091171,0.0072026770027115,-3.12345662222504,"Rv0904c",52
"Rv1983",0.428493559035091,6.05350458688498,3.71899762574703,0.00442293448859891,0.00729577511437111,-3.54288094784355,"Rv1983",52
"Rv1012",-1.6532072605901,0.0737802601677752,-3.71554571904461,0.00444725614280005,0.00733277944904145,-2.21050559701266,"Rv1012",52
"Rv2044c",0.760882304887271,2.2086502390323,3.7099741487148,0.00448680892871721,0.00739485529295795,-2.65447502596491,"Rv2044c",52
"Rv2387",0.345687538559469,5.31270701252255,3.70806324067751,0.00450045932704606,0.00741420601057269,-3.43998311096403,"Rv2387",52
"Rv0743c",0.449398776872036,4.04048825171513,3.70093075307332,0.00455179532350903,0.00749559849074875,-3.14497959293691,"Rv0743c",52
"Rv3576",-0.30885052531672,6.32674691564003,-3.69087019305508,0.0046252518352011,0.00761333313950227,-3.61817549086012,"Rv3576",52
"Rv0461",-0.290125914493958,5.27360145216555,-3.69024164464837,0.0046298821751371,0.00761772562968532,-3.4410122492086,"Rv0461",52
"Rv0139",-0.346562448957711,6.8916338605072,-3.68059456696508,0.00470156203909501,0.00773238686904106,-3.71524024813384,"Rv0139",52
"Rv2026c",0.425715377258547,3.71255544053016,3.67798838908786,0.0047211252919175,0.00776127413569672,-3.10027932755014,"Rv2026c",52
"Rv0090",0.688177475294377,2.6163061635852,3.6774385370483,0.00472526363366711,0.00776478996594558,-2.83518164968688,"Rv0090",52
"Rv3202a",0.511015614045228,4.59736978023618,3.67279113986113,0.00476039339759121,0.00781920793690638,-3.3245920063595,"Rv3202a",52
"Rv2996c",-0.259974332613016,7.64564664184442,-3.67192006696183,0.00476700823809061,0.00782676236300458,-3.79947937493265,"Rv2996c",52
"Rv2950c",-0.291168080214952,10.2987357529533,-3.66847922904693,0.00479323187804869,0.00786649170856428,-3.83226890196913,"Rv2950c",52
"Rv2918c",-0.255591494147756,7.14964380569946,-3.66673053825736,0.00480661702167628,0.00788512627594804,-3.76118463893445,"Rv2918c",52
"Rv1945",0.732613398877629,3.57251046181399,3.66193262124725,0.00484354350087401,0.0079423477254619,-3.1191685949401,"Rv1945",52
"Rv3232c",0.308232364240538,6.4139501214318,3.66096914577738,0.00485099449730859,0.00795120794978863,-3.68772402121737,"Rv3232c",52
"Rv2437",-1.36675973794883,1.93592536981471,-3.65631528660219,0.00488715427122765,0.00800709706125611,-2.60394784209125,"Rv2437",52
"Rv2363",-0.344296566857119,4.68083358221237,-3.64623833538763,0.00496642095694332,0.00813353546006365,-3.37579930939509,"Rv2363",52
"Rv2899c",-0.324991474821752,5.19030738211872,-3.64268483971296,0.00499469318523563,0.00817638854901768,-3.50815094998305,"Rv2899c",52
"Rv2083",-0.329811479438015,5.94055463496958,-3.64095025277825,0.00500855498477447,0.00819562537120913,-3.64438389700029,"Rv2083",52
"Rv2052c",0.837679623956801,8.42559534876933,3.64013112830942,0.00501511493448478,0.00820290281828323,-3.89895228839292,"Rv2052c",52
"Rv1421",-0.258350090900476,6.28197678529062,-3.63866869991059,0.00502684914082376,0.00821863377423943,-3.70681037665855,"Rv1421",52
"Rv0984",0.270102031481715,8.2526353729842,3.63634062114188,0.00504558844079194,0.00824579962777571,-3.89756556543136,"Rv0984",52
"Rv1825",-0.32469684250606,5.65343261011209,-3.62302387934145,0.00515419220099163,0.00841974266573432,-3.62642903798755,"Rv1825",52
"Rv3713",0.398463868715229,4.92479573069565,3.61763083473166,0.00519886789538395,0.00848915224464923,-3.51997414160322,"Rv3713",52
"Rv3075c",-0.282208730269442,8.95644043500277,-3.61397381865986,0.00522939268593204,0.00853540638901812,-3.94046629174588,"Rv3075c",52
"Rv2200c",-0.207986588251924,9.00201298643073,-3.61050818023045,0.00525849304057422,0.00857929767922256,-3.94644633920368,"Rv2200c",52
"Rv2546",-1.06211689266399,1.34036773538759,-3.60930997128007,0.00526859353652688,0.00859216661164799,-2.55523025633185,"Rv2546",52
"Rv1944c",0.372123756474377,4.19575481673709,3.60129841306044,0.00533665156498811,0.00869950378960908,-3.35022303155412,"Rv1944c",52
"Rv1781c",0.407698052671878,4.25938662039346,3.59533958220839,0.00538786728902032,0.00877930704291478,-3.37888601161924,"Rv1781c",52
"Rv0668",-0.267548908839913,11.3228046045703,-3.5891655025466,0.0054414752065191,0.00886293969249734,-3.92868226768106,"Rv0668",52
"Rv0705",0.246806441545701,7.78086225033658,3.58127507056816,0.00551079819787835,0.00897208779973233,-3.96410174182924,"Rv0705",52
"Rv0061c",-0.28008949145085,6.94653563509862,-3.57601682937065,0.00555750733687367,0.00904434240950564,-3.89440084874696,"Rv0061c",52
"Rv1424c",0.306864143894446,5.56301450974329,3.57551729549369,0.00556196617147108,0.00904780672133314,-3.7013885001177,"Rv1424c",52
"Rv1358",-0.724896195129556,3.23682480542805,-3.57511643149885,0.00556554698192268,0.00904984042328549,-3.08885772840442,"Rv1358",52
"Rv0889c",0.233170412259982,8.5047096169309,3.57342769419242,0.00558065847761987,0.00907061400945916,-4.00850919313188,"Rv0889c",52
"Rv2196",-0.197014696482775,10.0756328530847,-3.5715678389633,0.00559735080249741,0.00909393856322069,-3.99810174353329,"Rv2196",52
"Rv2661c",0.872330932783003,2.1540432509659,3.56963339265022,0.00561476791973897,0.00911842067433978,-2.82584463221959,"Rv2661c",52
"Rv2807",-0.97871586310274,1.39884150819479,-3.56931449863053,0.00561764456627303,0.00911927836573503,-2.66879970579337,"Rv2807",52
"Rv1314c",0.408397404967737,5.2706288210505,3.56315204079655,0.00567353750583584,0.00920616219605539,-3.66037607461845,"Rv1314c",52
"Rv2878c",-0.274589071981734,6.10105034105077,-3.55934678101569,0.00570834057343656,0.00925876626844368,-3.80367991649201,"Rv2878c",52
"Rv3394c",0.733164978327254,5.20850833459761,3.55863926031201,0.00571483612427928,0.00926543159523026,-3.69492278651974,"Rv3394c",52
"Rv3392c",-0.35836061748226,5.45248793725381,-3.55714515017319,0.00572857849988401,0.00928383569075526,-3.696482436534,"Rv3392c",52
"Rv1178",-0.276630991459342,9.79520081061859,-3.55403774000877,0.00575727012119505,0.00932644133525256,-4.03129193275898,"Rv1178",52
"Rv1126c",-0.307969055998944,5.42460951053063,-3.55305043760307,0.00576641754094579,0.00933736418327461,-3.69291004133107,"Rv1126c",52
"Rv2205c",-0.430404288710523,4.99242892620172,-3.55112613754711,0.0057842899290382,0.00936240008105683,-3.60703522186278,"Rv2205c",52
"Rv3850",-0.261405973254925,6.54283825820915,-3.55055893702932,0.00578956896236226,0.00936704011702195,-3.88656871982583,"Rv3850",52
"Rv2659c",0.552875169098805,3.14569523279678,3.54759737474387,0.00581721452496011,0.00940784839667643,-3.17013879424249,"Rv2659c",52
"Rv2183c",-0.386193280265322,5.34781633245796,-3.54634267220489,0.00582896842609606,0.00942293272211949,-3.68284600649782,"Rv2183c",52
"Rv2634c",-0.415045620981576,4.50523045786484,-3.54415611144447,0.00584951113018717,0.00945220629151759,-3.48611444150576,"Rv2634c",52
"Rv0436c",-0.410325355795326,5.89794266776639,-3.54211092800592,0.00586879398141636,0.00947942056149739,-3.79553227198134,"Rv0436c",52
"Rv0740",0.527353074719518,5.2013140708335,3.53951842730815,0.00589333254378585,0.00951509782433282,-3.69556597855999,"Rv0740",52
"Rv0924c",-0.419151544940012,3.86058404123807,-3.53870821741491,0.00590102328763541,0.00951985038074571,-3.35164028677644,"Rv0924c",52
"Rv2837c",-0.316811786541791,7.58192470361658,-3.53869177564333,0.00590117946599405,0.00951985038074571,-4.0207421575881,"Rv2837c",52
"Rv2384",-0.839075636852423,2.18816474742174,-3.53737697366103,0.00591368257993033,0.00953482624089393,-2.86029217131168,"Rv2384",52
"Rv0929",-0.498053127600246,4.54286659628007,-3.53719935250452,0.00591537378684354,0.00953482624089393,-3.51080180152172,"Rv0929",52
"Rv3632",0.425740304952519,4.35240863980368,3.53614114475547,0.00592545989864324,0.00954647786567235,-3.49633491557051,"Rv3632",52
"Rv1963c",-0.462873121042524,4.53603802324588,-3.53592529025107,0.00592751947827351,0.00954647786567235,-3.53591163624519,"Rv1963c",52
"Rv3069",0.344620203229216,4.45306182554779,3.5332828826689,0.00595279267490613,0.00958320644969341,-3.52909067703894,"Rv3069",52
"Rv3324c",-0.862248152238615,2.39432420371068,-3.53274500033996,0.00595795098395892,0.00958753571102879,-2.92423574654735,"Rv3324c",52
"Rv3357",0.907357934114734,1.5143977398654,3.52869151946072,0.00599697428087619,0.00964633435486423,-2.78721451150268,"Rv3357",52
"Rv0540",-0.458605963676132,3.53073231109589,-3.52686976344748,0.00601459926893769,0.00967067865891721,-3.28506550905866,"Rv0540",52
"Rv2000",-0.757428831935854,3.62221292758611,-3.5209728412044,0.00607202176477818,0.00975896544397089,-3.33025277770482,"Rv2000",52
"Rv1028A",-1.06953337859204,0.424437198987255,-3.51767163936168,0.00610441723366778,0.00980697232864378,-2.57123935076939,"Rv1028A",52
"Rv2401A",0.587269846915397,2.82077986482408,3.50962596548003,0.00618412840709011,0.00992475926161654,-3.15581087133026,"Rv2401A",52
"Rv1471",0.9553193386323,4.42648329347589,3.50960319037361,0.00618435558152345,0.00992475926161654,-3.60756425615785,"Rv1471",52
"Rv1848",-0.556245324688001,3.51090552181234,-3.50949825682072,0.00618540237267886,0.00992475926161654,-3.28224431497406,"Rv1848",52
"Rv0604",0.372047590798536,4.83805095309024,3.50402873999719,0.00624022143427204,0.0100085831595532,-3.66303274164075,"Rv0604",52
"Rv2723",-0.404112746638416,4.61812669772594,-3.5006472807541,0.00627436571979868,0.0100591916143593,-3.60192192349282,"Rv2723",52
"Rv1130",-0.19762724088705,9.21691028177166,-3.49855681672454,0.00629557152226483,0.0100890236157467,-4.13277757535927,"Rv1130",52
"Rv0415",0.314463525366423,5.78505398278446,3.49635135066613,0.00631802489379091,0.0101208294812665,-3.87200017607317,"Rv0415",52
"Rv0805",0.271560443012927,8.60586619362891,3.49350936048541,0.00634708169060341,0.0101631827647889,-4.14411047987534,"Rv0805",52
"Rv3653",0.918048299495643,2.17619134702272,3.49189114190975,0.00636368870247953,0.0101855742917263,-3.02390202449019,"Rv3653",52
"Rv1159",0.25916691732284,5.86434905646407,3.48819017586102,0.00640184036032268,0.0102424170247767,-3.89881635346897,"Rv1159",52
"Rv1743",-0.277312310453038,7.14586428092684,-3.48633868176178,0.00642101596024451,0.010268865310391,-4.06192076447941,"Rv1743",52
"Rv2904c",-0.20746316285355,7.75192201232603,-3.48485609484501,0.00643641398766818,0.0102892529905787,-4.1200111113606,"Rv2904c",52
"Rv2564",-0.388013172027819,5.5400084313904,-3.48431696531785,0.00644202287567819,0.0102939814099829,-3.82220877624769,"Rv2564",52
"Rv3300c",0.379353844407812,5.48887557007126,3.48342481201762,0.00645131566806282,0.0103045901847338,-3.85508508858902,"Rv3300c",52
"Rv3748",-0.439767464095788,4.57977059556938,-3.4813022928123,0.00647348029090005,0.0103357417638014,-3.61998659722831,"Rv3748",52
"Rv3565",0.432888068761304,5.26394852996561,3.47957870573416,0.00649153737384061,0.0103603122164501,-3.8219106952016,"Rv3565",52
"Rv3482c",-0.310787737002244,5.60846908095145,-3.47549473414224,0.00653453263620952,0.0104246467651609,-3.87299524485238,"Rv3482c",52
"Rv1441c",-0.327683695226812,5.81077528577579,-3.47233639784332,0.00656798628309481,0.0104737128284424,-3.89715546178734,"Rv1441c",52
"Rv3793",-0.237075676648052,6.92691399553862,-3.4714027399703,0.00657790986451919,0.0104852315287061,-4.06914188843466,"Rv3793",52
"Rv2898c",0.335465802384209,4.88504726462052,3.46559995020517,0.00663993708844343,0.010579760243917,-3.752469421366,"Rv2898c",52
"Rv1366",-0.590689758746272,3.67706976425185,-3.46228327859343,0.0066756628669358,0.0106323211289219,-3.42804227041758,"Rv1366",52
"Rv3711c",-0.250173311351457,8.08904269851152,-3.4593052629484,0.00670791127741868,0.0106793027840167,-4.18424348478169,"Rv3711c",52
"Rv1579c",0.673597910985445,2.58192863993467,3.45717385350591,0.00673109146285214,0.0107118148156782,-3.18952023930723,"Rv1579c",52
"Rv3591c",-0.547672705813073,3.34384732169945,-3.45608382322015,0.00674297831393047,0.0107263354334257,-3.34055340138921,"Rv3591c",52
"Rv2720",-0.223285843994658,8.53458035315311,-3.45542620449742,0.00675016025288653,0.0107333629246349,-4.20327970711468,"Rv2720",52
"Rv3072c",0.594124186907569,4.48118127397766,3.45469520359782,0.00675815295180556,0.0107416733163573,-3.70023152456841,"Rv3072c",52
"Rv3619c",0.707127410162444,1.92922412618591,3.45418125068708,0.00676377836345179,0.0107462157877591,-3.00883140814065,"Rv3619c",52
"Rv0098",-0.671605758217497,2.58478955539034,-3.45123491571494,0.00679612130317949,0.0107931856933521,-3.12944280945997,"Rv0098",52
"Rv1367c",0.339069828481656,4.66591472261113,3.45063537272121,0.006802722377298,0.0107992522449093,-3.71756326520849,"Rv1367c",52
"Rv1560",-0.556047650161719,4.31401199575501,-3.44174697395861,0.00690137160705007,0.0109513796281878,-3.61089899811189,"Rv1560",52
"Rv1986",0.435539212357197,4.49425195464886,3.44068032123504,0.00691330963029448,0.0109658420320398,-3.69718091054277,"Rv1986",52
"Rv1589",0.240452904648788,6.99890882795112,3.43856840211164,0.00693700973318706,0.0109989419330197,-4.14037158670251,"Rv1589",52
